EngagementID,ContentID,ContentType,Likes,EngagementDate,CampaignID,ProductID,ViewsClicksCombined,Views,Clicks
3626,33,SOCIALMEDIA,14,23.11.2024,2,13,1394-169,1394,169
3627,17,BLOG,0,18.06.2025,11,7,433-14,433,14
3628,33,NEWSLETTER,312,23.01.2023,12,12,5453-1589,5453,1589
3629,37,BLOG,1,01.06.2025,1,1,802-29,802,29
3630,43,SOCIAL MEDIA,0,12.12.2025,11,1,794-13,794,13
3631,24,BLOG,25,22.02.2024,17,11,3710-365,3710,365
3632,45,NEWSLETTER,671,06.11.2023,7,19,6537-2252,6537,2252
3633,10,VIDEO,0,13.10.2025,3,15,317-11,317,11
3634,33,NEWSLETTER,536,22.06.2023,3,4,8392-2465,8392,2465
3635,19,SOCIAL MEDIA,286,05.03.2023,19,14,2162-925,2162,925
3636,18,SOCIALMEDIA,275,31.05.2023,9,1,5058-921,5058,921
3637,50,SOCIALMEDIA,59,26.07.2024,10,15,4597-495,4597,495
3638,7,SOCIALMEDIA,5,25.12.2024,17,6,595-52,595,52
3639,20,BLOG,48,07.05.2024,19,10,2322-404,2322,404
3640,38,VIDEO,13,31.01.2023,14,9,372-87,372,87
3641,38,VIDEO,404,26.02.2023,10,19,5987-1858,5987,1858
3642,1,NEWSLETTER,0,23.09.2025,9,9,243-9,243,9
3643,36,NEWSLETTER,1,04.07.2025,5,5,799-16,799,16
3644,41,BLOG,483,29.05.2023,1,4,3884-1675,3884,1675
3645,45,SOCIAL MEDIA,14,19.02.2024,18,11,572-99,572,99
3646,33,NEWSLETTER,75,16.06.2024,5,4,3901-923,3901,923
3647,23,BLOG,38,10.03.2024,3,17,3088-340,3088,340
3648,19,BLOG,1760,25.01.2023,20,13,9478-4247,9478,4247
3649,4,BLOG,18,19.12.2023,13,16,536-156,536,156
3650,37,SOCIALMEDIA,0,13.10.2025,4,5,127-3,127,3
3651,13,NEWSLETTER,165,15.03.2024,8,17,4795-859,4795,859
3652,37,NEWSLETTER,0,08.10.2025,15,12,405-16,405,16
3653,29,NEWSLETTER,299,25.05.2023,13,16,2714-967,2714,967
3654,31,BLOG,0,16.09.2025,14,9,795-17,795,17
3655,20,SOCIAL MEDIA,86,28.03.2024,11,18,2217-496,2217,496
3656,29,BLOG,3,27.01.2025,20,4,1073-52,1073,52
3657,25,VIDEO,0,08.10.2025,6,20,735-17,735,17
3658,15,VIDEO,279,15.02.2023,8,20,3732-1453,3732,1453
3659,17,SOCIALMEDIA,9,10.01.2025,6,8,2027-191,2027,191
3660,39,VIDEO,135,11.02.2024,6,11,4378-738,4378,738
3661,39,SOCIALMEDIA,0,07.06.2025,18,4,74-4,74,4
3662,13,SOCIALMEDIA,160,23.02.2024,15,14,4581-748,4581,748
3663,14,BLOG,0,07.09.2025,14,10,652-25,652,25
3664,46,SOCIALMEDIA,280,18.05.2024,15,11,5249-1106,5249,1106
3665,1,VIDEO,213,17.08.2023,7,1,1620-599,1620,599
3666,47,NEWSLETTER,1,10.04.2025,11,19,662-24,662,24
3667,17,NEWSLETTER,0,14.12.2025,1,20,366-4,366,4
3668,23,BLOG,31,03.05.2024,16,18,1227-157,1227,157
3669,10,BLOG,30,04.08.2024,7,13,3879-617,3879,617
3670,32,VIDEO,257,09.02.2024,12,1,4934-852,4934,852
3671,21,VIDEO,16,11.06.2023,15,19,168-49,168,49
3672,35,SOCIALMEDIA,270,01.07.2023,7,4,4511-866,4511,866
3673,34,VIDEO,54,09.07.2023,15,8,6797-579,6797,579
3674,4,VIDEO,0,29.09.2025,13,15,484-20,484,20
3675,22,NEWSLETTER,602,16.05.2023,17,4,7568-1847,7568,1847
3676,25,NEWSLETTER,128,23.01.2024,11,1,3700-819,3700,819
3677,10,NEWSLETTER,188,08.03.2024,5,14,4969-903,4969,903
3678,4,SOCIALMEDIA,0,19.12.2025,7,19,394-6,394,6
3679,44,VIDEO,2,16.06.2025,3,7,1033-71,1033,71
3680,42,BLOG,0,27.08.2025,8,4,807-15,807,15
3681,11,SOCIALMEDIA,22,23.12.2023,18,5,1678-193,1678,193
3682,3,BLOG,17,12.02.2025,5,17,1964-239,1964,239
3683,23,BLOG,422,14.07.2023,3,11,8021-1974,8021,1974
3684,33,BLOG,10,26.02.2025,12,11,1673-157,1673,157
3685,3,VIDEO,0,09.09.2025,14,5,359-17,359,17
3686,19,VIDEO,45,14.08.2023,1,17,958-344,958,344
3687,46,BLOG,98,18.04.2024,15,20,5490-380,5490,380
3688,36,BLOG,50,28.02.2024,18,4,2655-290,2655,290
3689,7,BLOG,423,18.02.2023,5,17,5867-1654,5867,1654
3690,4,VIDEO,231,28.06.2023,19,3,6853-1183,6853,1183
3691,3,SOCIAL MEDIA,148,21.11.2023,19,13,2291-573,2291,573
3692,49,BLOG,0,10.07.2025,16,16,86-4,86,4
3693,23,NEWSLETTER,1,05.07.2025,16,17,380-17,380,17
3694,47,NEWSLETTER,44,14.04.2024,18,9,934-187,934,187
3695,37,NEWSLETTER,4,08.05.2025,3,12,838-41,838,41
3696,18,NEWSLETTER,394,22.09.2023,7,8,3436-1056,3436,1056
3697,9,VIDEO,3,11.03.2025,16,20,664-31,664,31
3698,17,VIDEO,7,25.08.2024,8,2,419-92,419,92
3699,8,VIDEO,68,23.08.2024,15,14,4113-415,4113,415
3700,3,VIDEO,0,18.12.2025,20,4,607-8,607,8
3701,47,VIDEO,143,03.10.2023,10,8,1365-446,1365,446
3702,43,BLOG,67,15.05.2024,3,2,2638-510,2638,510
3703,4,SOCIAL MEDIA,1,06.06.2025,20,6,863-36,863,36
3704,11,NEWSLETTER,40,04.09.2023,16,20,4172-363,4172,363
3705,28,NEWSLETTER,11,21.03.2025,20,10,1206-106,1206,106
3706,21,NEWSLETTER,0,25.12.2025,4,14,226-10,226,10
3707,24,SOCIALMEDIA,20,01.11.2024,19,15,1848-339,1848,339
3708,41,NEWSLETTER,0,19.11.2025,16,2,409-13,409,13
3709,6,VIDEO,4,04.06.2025,2,2,1769-91,1769,91
3710,37,VIDEO,60,01.01.2024,14,17,3656-364,3656,364
3711,3,VIDEO,58,26.09.2024,20,10,2978-497,2978,497
3712,49,BLOG,108,01.07.2024,5,2,4866-950,4866,950
3713,41,VIDEO,1,14.03.2025,17,13,445-26,445,26
3714,20,NEWSLETTER,128,05.09.2024,18,20,3335-607,3335,607
3715,8,VIDEO,2,22.06.2025,5,18,551-35,551,35
3716,15,BLOG,62,10.05.2024,7,12,2843-518,2843,518
3717,25,BLOG,197,10.03.2024,1,2,3088-714,3088,714
3718,30,NEWSLETTER,574,15.07.2023,17,6,7259-2943,7259,2943
3719,39,VIDEO,145,29.07.2023,13,15,3069-809,3069,809
3720,16,SOCIAL MEDIA,5,20.06.2023,11,18,222-21,222,21
3721,1,SOCIALMEDIA,7,28.01.2024,3,18,269-39,269,39
3722,8,SOCIAL MEDIA,247,03.02.2023,9,18,3770-880,3770,880
3723,45,SOCIALMEDIA,105,20.10.2023,19,12,1699-525,1699,525
3724,23,VIDEO,61,08.04.2024,19,9,1597-322,1597,322
3725,46,NEWSLETTER,1,23.05.2025,17,18,674-53,674,53
3726,35,BLOG,18,27.01.2024,19,3,747-142,747,142
3727,42,SOCIAL MEDIA,13,09.02.2025,7,16,2166-167,2166,167
3728,12,VIDEO,134,07.07.2023,4,9,3798-578,3798,578
3729,17,NEWSLETTER,12,09.01.2025,20,20,2357-270,2357,270
3730,44,SOCIALMEDIA,8,05.06.2025,3,5,1840-125,1840,125
3731,4,VIDEO,1,21.03.2025,7,8,186-9,186,9
3732,4,BLOG,0,02.12.2025,14,15,644-13,644,13
3733,48,SOCIALMEDIA,4,15.04.2025,5,5,1971-155,1971,155
3734,39,SOCIAL MEDIA,886,19.03.2023,15,1,7510-3421,7510,3421
3735,39,VIDEO,1,03.10.2024,9,19,474-28,474,28
3736,23,VIDEO,1530,24.02.2023,20,12,9393-3843,9393,3843
3737,37,SOCIAL MEDIA,471,19.06.2023,19,2,8272-2750,8272,2750
3738,46,SOCIAL MEDIA,185,23.03.2024,3,7,5682-997,5682,997
3739,49,VIDEO,35,04.03.2023,17,1,550-183,550,183
3740,35,VIDEO,482,18.02.2023,17,6,8379-1159,8379,1159
3741,46,SOCIAL MEDIA,20,28.05.2024,15,18,1956-291,1956,291
3742,33,SOCIALMEDIA,5,13.04.2025,3,4,2263-59,2263,59
3743,23,BLOG,223,06.10.2023,7,13,5626-703,5626,703
3744,31,NEWSLETTER,26,09.11.2024,15,19,1628-178,1628,178
3745,29,VIDEO,21,10.04.2024,18,16,1307-232,1307,232
3746,35,SOCIAL MEDIA,16,28.03.2025,12,12,2478-259,2478,259
3747,6,NEWSLETTER,0,17.08.2025,6,19,481-14,481,14
3748,4,BLOG,1221,28.01.2023,5,8,7840-2727,7840,2727
3749,2,BLOG,65,30.01.2024,20,15,1974-398,1974,398
3750,41,SOCIAL MEDIA,251,10.02.2024,11,10,4298-967,4298,967
3751,29,SOCIAL MEDIA,105,29.03.2024,7,15,5045-792,5045,792
3752,23,VIDEO,0,22.06.2025,4,3,47-2,47,2
3753,42,BLOG,8,01.02.2025,14,16,826-104,826,104
3754,50,SOCIAL MEDIA,112,31.01.2023,13,5,2746-577,2746,577
3755,17,SOCIAL MEDIA,8,07.07.2024,7,11,154-36,154,36
3756,14,BLOG,129,11.05.2023,2,18,3900-368,3900,368
3757,9,VIDEO,20,14.01.2025,7,9,1643-147,1643,147
3758,12,BLOG,5,07.04.2025,17,13,1495-97,1495,97
3759,19,VIDEO,0,08.12.2025,16,6,984-15,984,15
3760,38,VIDEO,0,30.06.2025,3,19,79-6,79,6
3761,14,VIDEO,23,02.07.2023,6,7,1109-99,1109,99
3762,18,SOCIAL MEDIA,2,14.04.2025,15,2,1261-74,1261,74
3763,12,VIDEO,323,08.02.2023,13,9,9582-1101,9582,1101
3764,21,SOCIALMEDIA,8,18.11.2023,1,18,277-30,277,30
3765,49,BLOG,0,30.10.2025,7,1,402-16,402,16
3766,37,BLOG,89,25.06.2024,2,17,4639-683,4639,683
3767,46,BLOG,74,16.02.2024,13,12,2129-239,2129,239
3768,12,SOCIALMEDIA,72,30.11.2024,19,14,3149-493,3149,493
3769,38,BLOG,0,13.10.2025,3,14,529-22,529,22
3770,1,BLOG,1021,05.01.2023,18,17,7155-2087,7155,2087
3771,31,SOCIALMEDIA,9,01.06.2025,10,9,1484-102,1484,102
3772,47,BLOG,113,12.06.2023,11,16,3424-308,3424,308
3773,32,VIDEO,1,23.07.2025,12,13,802-19,802,19
3774,43,VIDEO,547,23.09.2023,4,18,5606-1491,5606,1491
3775,4,BLOG,17,13.08.2024,6,2,3362-338,3362,338
3776,48,NEWSLETTER,0,01.09.2025,5,6,690-21,690,21
3777,50,SOCIAL MEDIA,292,13.06.2023,19,16,7291-857,7291,857
3778,14,VIDEO,80,22.08.2023,1,12,1957-241,1957,241
3779,23,NEWSLETTER,75,18.02.2023,17,16,1600-245,1600,245
3780,46,BLOG,327,06.09.2023,6,3,5124-1016,5124,1016
3781,20,VIDEO,0,11.12.2025,16,17,239-7,239,7
3782,8,VIDEO,151,20.03.2023,1,2,5093-938,5093,938
3783,26,BLOG,66,15.10.2024,19,15,2269-382,2269,382
3784,26,NEWSLETTER,70,01.11.2023,4,18,1275-360,1275,360
3785,43,NEWSLETTER,3,24.03.2025,17,12,990-97,990,97
3786,17,BLOG,71,17.02.2023,3,19,1023-218,1023,218
3787,29,BLOG,30,21.07.2023,9,19,302-80,302,80
3788,2,NEWSLETTER,5,06.07.2025,7,13,1368-87,1368,87
3789,37,NEWSLETTER,133,18.09.2023,5,13,4066-473,4066,473
3790,21,NEWSLETTER,5,12.04.2025,9,19,1804-105,1804,105
3791,1,BLOG,0,08.07.2025,1,11,462-16,462,16
3792,17,SOCIAL MEDIA,1534,25.02.2023,7,3,7378-3370,7378,3370
3793,49,BLOG,0,03.08.2025,15,19,1210-33,1210,33
3794,30,VIDEO,12,19.09.2024,18,14,1906-90,1906,90
3795,10,SOCIAL MEDIA,0,19.10.2025,9,12,282-5,282,5
3796,13,VIDEO,4,13.03.2024,13,20,141-30,141,30
3797,18,SOCIAL MEDIA,59,14.12.2023,16,8,4622-384,4622,384
3798,2,VIDEO,13,21.01.2025,7,7,2892-325,2892,325
3799,9,VIDEO,107,14.11.2023,12,1,2668-722,2668,722
3800,13,SOCIAL MEDIA,81,15.06.2024,4,4,1751-399,1751,399
3801,7,VIDEO,2,15.02.2025,2,16,322-16,322,16
3802,44,NEWSLETTER,30,22.01.2024,17,12,4549-431,4549,431
3803,3,VIDEO,113,29.03.2023,3,11,1404-330,1404,330
3804,3,BLOG,30,31.08.2024,3,12,1787-387,1787,387
3805,44,BLOG,0,26.09.2025,14,9,820-23,820,23
3806,1,VIDEO,15,22.01.2025,19,8,2940-443,2940,443
3807,31,SOCIAL MEDIA,156,31.08.2024,18,16,4402-852,4402,852
3808,40,NEWSLETTER,1,10.06.2025,6,13,966-57,966,57
3809,44,VIDEO,0,20.09.2025,15,1,827-12,827,12
3810,11,SOCIAL MEDIA,30,23.11.2024,1,11,3380-395,3380,395
3811,50,SOCIALMEDIA,213,06.06.2023,1,16,3995-1317,3995,1317
3812,18,SOCIALMEDIA,1,03.07.2025,7,14,925-50,925,50
3813,11,VIDEO,0,19.12.2025,15,10,534-15,534,15
3814,21,NEWSLETTER,40,25.04.2024,18,3,3874-445,3874,445
3815,1,VIDEO,50,01.05.2024,12,8,4762-564,4762,564
3816,5,NEWSLETTER,0,05.12.2025,11,20,358-9,358,9
3817,24,NEWSLETTER,2,23.05.2025,5,16,628-35,628,35
3818,32,VIDEO,382,03.03.2023,5,1,2204-834,2204,834
3819,26,BLOG,59,09.03.2024,19,17,1870-221,1870,221
3820,31,NEWSLETTER,218,21.03.2023,2,6,4766-569,4766,569
3821,45,BLOG,11,10.02.2025,7,19,2603-99,2603,99
3822,31,BLOG,1136,11.03.2023,8,14,8249-3138,8249,3138
3823,10,BLOG,4,11.07.2025,2,15,1152-61,1152,61
3824,46,VIDEO,8,01.05.2023,20,8,99-29,99,29
3825,27,BLOG,2,14.05.2025,11,7,1509-108,1509,108
3826,7,NEWSLETTER,16,12.10.2024,12,20,1926-116,1926,116
3827,46,VIDEO,97,10.11.2023,17,20,3662-889,3662,889
3828,33,VIDEO,188,06.11.2023,13,3,4766-528,4766,528
3829,15,SOCIAL MEDIA,19,15.10.2023,5,2,1118-150,1118,150
3830,42,BLOG,231,13.02.2023,7,1,2489-518,2489,518
3831,43,SOCIALMEDIA,5,21.05.2025,18,10,1618-151,1618,151
3832,43,SOCIAL MEDIA,6,15.03.2025,16,12,1053-93,1053,93
3833,4,SOCIALMEDIA,3,10.05.2025,5,2,1300-38,1300,38
3834,25,SOCIALMEDIA,11,07.01.2025,14,11,1335-123,1335,123
3835,10,BLOG,0,12.12.2025,20,3,126-5,126,5
3836,7,BLOG,1,20.06.2025,12,17,517-16,517,16
3837,14,NEWSLETTER,75,14.12.2023,19,18,5607-388,5607,388
3838,20,SOCIAL MEDIA,9,12.10.2023,12,9,567-50,567,50
3839,48,BLOG,454,11.07.2023,20,8,7522-3061,7522,3061
3840,48,NEWSLETTER,1,31.07.2025,12,18,875-50,875,50
3841,8,VIDEO,38,13.03.2024,12,4,2442-184,2442,184
3842,4,SOCIALMEDIA,0,18.09.2025,11,4,120-1,120,1
3843,27,BLOG,61,26.04.2024,11,3,5442-418,5442,418
3844,1,NEWSLETTER,125,09.08.2024,7,15,3807-731,3807,731
3845,4,BLOG,2,19.05.2025,4,9,395-38,395,38
3846,5,BLOG,17,20.12.2024,6,4,1728-246,1728,246
3847,17,NEWSLETTER,0,15.04.2025,12,7,296-10,296,10
3848,16,BLOG,4,01.05.2025,5,19,1781-51,1781,51
3849,11,BLOG,165,16.11.2023,17,11,3402-910,3402,910
3850,7,SOCIALMEDIA,5,05.06.2025,20,15,1577-66,1577,66
3851,21,VIDEO,69,23.07.2023,14,6,2908-393,2908,393
3852,31,BLOG,21,17.11.2024,16,16,3435-353,3435,353
3853,37,VIDEO,388,28.01.2024,16,19,5909-1572,5909,1572
3854,1,BLOG,62,30.03.2024,11,10,4228-267,4228,267
3855,10,BLOG,169,24.05.2023,17,9,1523-403,1523,403
3856,15,BLOG,252,22.01.2023,19,12,9550-1176,9550,1176
3857,15,SOCIAL MEDIA,36,01.02.2024,8,16,2314-433,2314,433
3858,39,VIDEO,8,21.02.2025,13,10,1679-162,1679,162
3859,50,VIDEO,28,09.05.2024,10,20,1230-295,1230,295
3860,37,BLOG,17,02.04.2024,10,4,539-68,539,68
3861,16,VIDEO,180,30.07.2023,8,8,2063-542,2063,542
3862,47,VIDEO,2,20.04.2025,7,7,1266-32,1266,32
3863,8,NEWSLETTER,0,12.12.2025,12,11,296-4,296,4
3864,42,VIDEO,17,30.12.2023,17,19,1933-185,1933,185
3865,18,VIDEO,16,01.02.2025,10,6,2349-345,2349,345
3866,31,VIDEO,8,15.06.2024,7,14,1891-107,1891,107
3867,38,NEWSLETTER,194,02.01.2024,14,12,4860-1560,4860,1560
3868,30,BLOG,7,29.03.2023,15,8,154-59,154,59
3869,10,SOCIALMEDIA,110,01.12.2023,1,10,4724-578,4724,578
3870,4,BLOG,132,21.02.2024,1,20,4000-1127,4000,1127
3871,11,VIDEO,3,10.05.2025,15,15,1446-50,1446,50
3872,3,VIDEO,1,22.10.2025,3,19,580-22,580,22
3873,3,NEWSLETTER,75,02.06.2024,10,19,3542-565,3542,565
3874,43,VIDEO,4,06.05.2025,10,5,776-42,776,42
3875,7,BLOG,0,12.09.2025,18,8,54-2,54,2
3876,36,VIDEO,501,22.09.2023,19,9,5008-1822,5008,1822
3877,13,NEWSLETTER,8,11.11.2024,2,19,2813-167,2813,167
3878,40,VIDEO,93,22.09.2024,1,15,3520-742,3520,742
3879,14,VIDEO,0,23.10.2025,14,7,19-0,19,0
3880,36,BLOG,4,24.11.2024,7,8,382-47,382,47
3881,4,SOCIAL MEDIA,27,25.06.2023,11,13,636-239,636,239
3882,14,NEWSLETTER,73,02.04.2024,2,19,3343-620,3343,620
3883,38,SOCIAL MEDIA,0,20.03.2025,1,18,156-7,156,7
3884,11,BLOG,133,01.05.2024,7,17,3790-535,3790,535
3885,9,VIDEO,18,13.12.2024,14,17,1289-154,1289,154
3886,46,VIDEO,34,02.02.2023,17,13,187-79,187,79
3887,33,NEWSLETTER,203,16.02.2024,3,6,4461-823,4461,823
3888,47,VIDEO,171,07.07.2023,18,4,7819-857,7819,857
3889,29,SOCIALMEDIA,11,15.03.2025,15,11,1760-87,1760,87
3890,4,NEWSLETTER,11,22.02.2025,12,8,1971-88,1971,88
3891,9,NEWSLETTER,6,12.12.2024,6,4,955-69,955,69
3892,36,NEWSLETTER,4,21.05.2025,15,1,1415-48,1415,48
3893,32,VIDEO,1,07.10.2025,10,1,655-31,655,31
3894,19,BLOG,40,13.08.2023,11,15,753-197,753,197
3895,32,NEWSLETTER,0,23.12.2025,17,7,639-7,639,7
3896,7,BLOG,0,08.12.2025,2,20,932-23,932,23
3897,41,BLOG,103,07.01.2024,1,14,5531-377,5531,377
3898,46,SOCIALMEDIA,62,18.03.2024,15,19,5101-1019,5101,1019
3899,13,BLOG,9,11.07.2024,16,1,432-57,432,57
3900,44,SOCIAL MEDIA,55,13.07.2024,14,15,1892-247,1892,247
3901,26,BLOG,2,24.07.2025,14,4,666-42,666,42
3902,3,NEWSLETTER,1,05.12.2025,11,9,717-31,717,31
3903,43,NEWSLETTER,261,26.12.2023,10,3,4350-983,4350,983
3904,17,VIDEO,74,18.01.2024,10,5,4571-943,4571,943
3905,38,NEWSLETTER,36,22.09.2024,9,6,2805-179,2805,179
3906,26,SOCIALMEDIA,20,07.11.2024,17,14,2059-135,2059,135
3907,32,VIDEO,25,26.11.2024,10,14,934-153,934,153
3908,11,NEWSLETTER,117,12.09.2023,15,10,5012-478,5012,478
3909,39,SOCIALMEDIA,49,09.07.2024,19,9,2066-263,2066,263
3910,36,BLOG,33,23.08.2024,18,1,2975-514,2975,514
3911,26,VIDEO,907,27.03.2023,8,5,8912-2066,8912,2066
3912,25,BLOG,106,27.11.2023,13,15,2917-519,2917,519
3913,1,BLOG,79,05.09.2024,15,1,3432-365,3432,365
3914,5,SOCIALMEDIA,798,28.06.2023,6,7,7091-2316,7091,2316
3915,13,BLOG,406,09.10.2023,20,9,4840-1434,4840,1434
3916,29,SOCIALMEDIA,21,27.07.2024,4,5,3906-252,3906,252
3917,15,VIDEO,60,06.11.2024,14,9,3672-621,3672,621
3918,49,BLOG,60,05.05.2024,12,7,2894-775,2894,775
3919,36,SOCIALMEDIA,8,14.12.2024,13,16,926-51,926,51
3920,20,BLOG,8,14.02.2025,12,18,2227-128,2227,128
3921,35,VIDEO,334,15.04.2023,5,2,6573-1873,6573,1873
3922,10,BLOG,0,12.03.2025,12,13,32-2,32,2
3923,2,SOCIALMEDIA,864,25.05.2023,8,5,7771-3289,7771,3289
3924,23,SOCIALMEDIA,729,27.02.2023,5,1,6712-1584,6712,1584
3925,15,NEWSLETTER,376,18.06.2023,5,10,5064-1825,5064,1825
3926,48,BLOG,57,23.08.2024,13,14,2119-298,2119,298
3927,48,SOCIALMEDIA,0,13.06.2025,7,5,341-9,341,9
3928,25,NEWSLETTER,0,10.09.2025,17,20,158-6,158,6
3929,24,BLOG,44,21.11.2023,18,7,1544-175,1544,175
3930,12,SOCIALMEDIA,286,28.11.2023,19,13,5835-1447,5835,1447
3931,4,SOCIALMEDIA,79,25.11.2023,1,9,5927-1117,5927,1117
3932,3,SOCIALMEDIA,39,02.09.2024,4,4,1362-247,1362,247
3933,24,BLOG,22,31.05.2024,4,18,3594-265,3594,265
3934,13,SOCIALMEDIA,0,13.12.2025,19,1,112-1,112,1
3935,4,SOCIAL MEDIA,4,03.02.2025,18,12,1346-97,1346,97
3936,40,VIDEO,72,14.01.2024,20,1,1445-452,1445,452
3937,42,BLOG,734,11.04.2023,10,15,8347-2336,8347,2336
3938,38,SOCIAL MEDIA,69,20.03.2024,13,3,1510-320,1510,320
3939,2,BLOG,428,20.04.2023,8,9,5730-1800,5730,1800
3940,37,NEWSLETTER,96,19.09.2023,12,1,1082-323,1082,323
3941,22,SOCIAL MEDIA,152,11.07.2023,3,2,2375-690,2375,690
3942,2,NEWSLETTER,127,23.06.2023,12,3,1043-332,1043,332
3943,31,SOCIALMEDIA,24,23.12.2024,3,7,2622-185,2622,185
3944,40,NEWSLETTER,496,12.01.2023,2,13,3487-1251,3487,1251
3945,38,BLOG,1,03.09.2025,16,13,664-25,664,25
3946,23,NEWSLETTER,0,01.11.2025,5,15,462-22,462,22
3947,37,BLOG,8,17.03.2025,20,15,1259-161,1259,161
3948,5,SOCIAL MEDIA,0,29.07.2025,13,7,158-3,158,3
3949,28,NEWSLETTER,1055,22.03.2023,16,20,6960-2355,6960,2355
3950,37,SOCIAL MEDIA,2,30.07.2025,8,16,1205-54,1205,54
3951,35,BLOG,287,25.04.2023,13,13,3395-1021,3395,1021
3952,19,VIDEO,217,13.07.2023,13,10,6956-588,6956,588
3953,48,BLOG,18,07.04.2025,6,17,2384-236,2384,236
3954,37,SOCIAL MEDIA,0,31.07.2025,4,10,809-49,809,49
3955,41,NEWSLETTER,165,09.01.2023,14,13,7822-947,7822,947
3956,28,NEWSLETTER,115,13.04.2023,10,2,2183-437,2183,437
3957,48,SOCIAL MEDIA,27,03.01.2025,2,2,2555-261,2555,261
3958,3,SOCIALMEDIA,23,25.03.2024,18,19,1477-110,1477,110
3959,1,SOCIAL MEDIA,19,02.10.2024,19,19,2465-311,2465,311
3960,20,BLOG,83,25.12.2023,20,3,2719-416,2719,416
3961,19,BLOG,3,30.05.2025,15,20,1665-57,1665,57
3962,37,BLOG,370,02.11.2023,6,7,6234-1049,6234,1049
3963,45,NEWSLETTER,0,17.06.2025,2,3,317-7,317,7
3964,38,BLOG,0,30.09.2025,8,20,960-39,960,39
3965,26,NEWSLETTER,200,16.01.2023,7,11,2114-953,2114,953
3966,20,NEWSLETTER,251,28.08.2023,18,4,1923-751,1923,751
3967,2,SOCIALMEDIA,23,24.08.2024,17,15,3242-442,3242,442
3968,7,VIDEO,27,29.04.2024,16,11,5010-481,5010,481
3969,28,SOCIALMEDIA,0,30.07.2025,2,2,263-10,263,10
3970,35,VIDEO,10,11.03.2025,20,20,2537-242,2537,242
3971,36,NEWSLETTER,221,21.07.2024,20,5,4603-925,4603,925
3972,1,VIDEO,128,25.03.2024,15,4,5674-1262,5674,1262
3973,9,NEWSLETTER,278,18.09.2023,7,1,4734-1221,4734,1221
3974,16,SOCIALMEDIA,681,17.04.2023,9,14,8001-1521,8001,1521
3975,8,SOCIALMEDIA,318,22.01.2023,9,14,7982-1869,7982,1869
3976,6,NEWSLETTER,29,07.03.2024,13,11,2079-211,2079,211
3977,50,SOCIALMEDIA,159,01.01.2023,8,2,1039-351,1039,351
3978,49,BLOG,0,10.08.2025,13,20,369-16,369,16
3979,7,NEWSLETTER,0,24.10.2025,9,7,928-38,928,38
3980,46,NEWSLETTER,153,07.07.2024,4,18,4720-929,4720,929
3981,40,BLOG,61,13.05.2024,20,10,4193-252,4193,252
3982,14,SOCIALMEDIA,2,27.11.2024,11,19,712-50,712,50
3983,21,SOCIALMEDIA,0,13.11.2025,19,7,559-11,559,11
3984,32,NEWSLETTER,30,30.09.2024,10,15,3489-150,3489,150
3985,31,SOCIALMEDIA,22,08.12.2023,3,6,545-117,545,117
3986,23,NEWSLETTER,195,18.09.2023,17,3,5097-848,5097,848
3987,5,VIDEO,72,08.03.2024,5,1,2654-632,2654,632
3988,15,BLOG,4,24.12.2024,8,6,556-44,556,44
3989,43,VIDEO,167,25.06.2024,2,20,4209-871,4209,871
3990,4,VIDEO,140,27.08.2023,16,15,6333-689,6333,689
3991,28,SOCIAL MEDIA,2,28.03.2024,4,10,270-25,270,25
3992,3,VIDEO,14,10.12.2024,6,12,2089-273,2089,273
3993,1,VIDEO,402,22.04.2023,13,20,5726-1389,5726,1389
3994,40,VIDEO,38,09.07.2024,8,6,3204-286,3204,286
3995,4,NEWSLETTER,1,27.03.2025,14,4,278-25,278,25
3996,5,BLOG,45,02.12.2024,4,11,2440-259,2440,259
3997,33,SOCIALMEDIA,21,02.04.2024,17,3,711-120,711,120
3998,8,BLOG,215,18.03.2023,4,20,6956-2262,6956,2262
3999,31,SOCIAL MEDIA,3,16.01.2025,9,7,1807-66,1807,66
4000,24,VIDEO,271,24.10.2023,19,4,5455-794,5455,794
4001,33,BLOG,84,24.11.2023,4,10,2726-269,2726,269
4002,18,VIDEO,46,05.09.2024,12,6,3557-689,3557,689
4003,24,SOCIAL MEDIA,4,19.08.2023,13,18,196-58,196,58
4004,4,BLOG,412,12.07.2023,9,2,7793-1064,7793,1064
4005,36,VIDEO,2,07.07.2025,8,16,1561-37,1561,37
4006,9,VIDEO,231,01.09.2023,9,6,4247-995,4247,995
4007,43,BLOG,32,12.08.2024,5,7,3565-301,3565,301
4008,36,VIDEO,833,15.03.2023,18,3,5393-2008,5393,2008
4009,7,NEWSLETTER,103,13.10.2023,20,10,3898-857,3898,857
4010,7,BLOG,652,19.04.2023,15,10,7491-1554,7491,1554
4011,50,SOCIALMEDIA,3,31.12.2024,18,5,838-54,838,54
4012,46,VIDEO,23,18.05.2024,13,7,1422-169,1422,169
4013,19,BLOG,80,09.09.2023,19,5,7496-649,7496,649
4014,44,BLOG,146,21.06.2024,15,11,4918-1047,4918,1047
4015,30,VIDEO,10,15.12.2023,18,11,1605-121,1605,121
4016,11,SOCIALMEDIA,0,09.11.2025,6,9,139-2,139,2
4017,39,VIDEO,1,04.09.2024,6,15,124-8,124,8
4018,9,VIDEO,273,08.09.2023,19,8,4001-1037,4001,1037
